id,level,kind,lesson,number,title,reading,meaning_vi,page,status,reason,example_field_nonempty,raw_has_reibun,raw_bullets,raw_preview
N3-vocab-0372,N3,vocab,第20 課:371~390,376,関係,かんけい,Mối quan hệ Liên quan,126,OK,raw_bullet_or_phrase,NO,NO,3,意味1 ・ 「お二人のご関係は?」 おやこ ふうふ 「親子 /カップル/夫婦 ...です」。 かんけい 意味2 関係 Mối quan hệ ・ あの人がどうなっても、私(に/と)は関係(が)ない。 1. Liên quan 2. >< がある 合:関係者:Người liên quan ・ 「ご職業は?」 「教育関係の仕事をしています」
N3-vocab-0373,N3,vocab,第20 課:371~390,377,団体,だんたい,"Tập thể, nhóm, đoàn",126,OK,raw_bullet_or_phrase,NO,NO,1,"はくぶつかん ・ 博物館 で団体のチケットを買う。 (≒ 団体割引で買う) だんたい 団体 だんたい こうどう :Hành động theo nhóm 合:団体 行動 Tập thể, nhóm, đoàn せいじ だんたい :Đoàn chính trị 政治 団体 しゅうきょう だんたい :Nhóm người theo tôn giáo 宗教 団体"
N3-vocab-0374,N3,vocab,第20 課:371~390,378,選挙,せんきょ,Bầu cử,127,OK,raw_bullet_or_phrase,NO,NO,2,・ 7月に選挙が行われる。(≒ を行う/をする) せんきょ 選挙 ・ 日本は18 歳の誕生日から選挙権がもらえる。 Bầu cử せんきょけん :Quyền bầu cử 合:選挙権
N3-vocab-0375,N3,vocab,第20 課:371~390,379,税金,ぜいきん,Thuế,127,OK,raw_bullet_or_phrase,NO,NO,2,ねんどまつ おさ ・ 年度末 に税金を払う。(≒ 納 める → 硬いN2) しょうひぜい :Thuế tiêu dùng 関:消費税 ぜいきん しょとくぜい :Thuế thu nhập (N2) 所得税 税金 ぞうぜい Thuế ・ 税金が増える ≒ 増税 げんぜい 税金が減る ≒ 減税 だつぜい 税金をわざと払わない ≒ 脱税
N3-vocab-0376,N3,vocab,第20 課:371~390,380,責任,せきにん,Trách nhiệm,127,OK,raw_bullet_or_phrase,NO,NO,1,しっぱい ・ 「この失敗 は私の責任ではない」。 → 責任を追及する:Truy cứu trách nhiệm せきにん せきにんしゃ むせきにん 関:責任 をとる/責任者 /無責任 せきにん 責任を感じる(≒ 責任感) 責任 責任が重い >< 責任が軽い Trách nhiệm 責任感がある >< 責任感がない こう はい かい しゃ や 関: 後 輩 が会 社 を辞 めたことに責任を感じる。
N3-vocab-0377,N3,vocab,第20 課:371~390,381,書類,しょるい,"Tài liệu, giấy tờ",128,OK,raw_bullet_or_phrase,NO,NO,1,"りゅう がく て つづ ・ 留 学 の手 続 きに必要な/重要な書類を準備する。 しょるい 書類 しょるい しんさ :Thẩm định, xét duyệt hồ sơ 合:書類 審査 Tài liệu, giấy tờ 蓮:書類を集める/を作る"
N3-vocab-0378,N3,vocab,第20 課:371~390,382,題名,だいめい,"Nhan đề, tiêu đề",128,OK,raw_bullet_or_phrase,NO,NO,1,"だいめい ・ 本の題名を決めるのは重要な仕事だ。 題名 (≒ タイトル) Nhan đề, tiêu đề"
N3-vocab-0379,N3,vocab,第20 課:371~390,383,条件,じょうけん,Điều kiện,128,OK,raw_bullet_or_phrase,NO,NO,3,うんてん めんきょ さいよう ・ 運転 免許 を持っていることが採用 の条件だ。 じょうけん 条件 ・ この仕事は条件がいい >< が悪い。 ねんしゅう かれし さいてい Điều kiện ・ 年収 1000 万円以上が私の彼氏 になる最低 条件だ。 蓮:条件が合う、必要条件
N3-vocab-0380,N3,vocab,第20 課:371~390,384,締め切り,しきり,1. Hạn chót 2. Đóng đăng ký,128,OK,raw_bullet_or_phrase,NO,NO,2,む り し き ・ レポートの締め切りは明日の朝なのに...無理 だ! 締 め切 り 蓮:締め切りが延びる/を延ばす 1. Hạn chót こうざ 2. Đóng đăng ký ・ この講座 は、30 人申し込みがあったら締め切ります。
N3-vocab-0381,N3,vocab,第20 課:371~390,385,期間,きかん,"Thời kì, khoảng thời gian",129,OK,raw_bullet_or_phrase,NO,NO,1,"きかん 期間 きゅうぎょう こうじ ・ (申し込み/ 休業 /工事 ...)期間は12 月1日から3 日 までです。 Thời kì, khoảng thời gian"
N3-vocab-0382,N3,vocab,第20 課:371~390,386,倍,ばい,Gấp đôi,129,OK,raw_bullet_or_phrase,NO,NO,2,・ 薬の量を倍にする。 ばい 倍 たいよう やく ・ 太陽 100 倍だ。 の大きさは地球の約 Gấp đôi ※ Số từ+_:Gấp...lần
N3-vocab-0383,N3,vocab,第20 課:371~390,387,くじ,,Xổ số,129,OK,raw_bullet_or_phrase,NO,NO,2,・ スーパーで買い物をしてくじをひいたら、テレビ くじ あ はず が当 たった。>< が外 れる Xổ số ・ 宝くじで10 億円当たった。
N3-vocab-0384,N3,vocab,第20 課:371~390,388,近道,ちかみち,Đường tắt,129,OK,raw_bullet_or_phrase,NO,NO,1,ちかみち ・ 駅への近道を通る。 近道 とおまわ りする (Đường vòng) 対:遠回 Đường tắt
N3-vocab-0385,N3,vocab,第20 課:371~390,389,中心,ちゅうしん,"1. Trung tâm, xoay quanh 2. Lấy ~ làm trung tâm",130,OK,raw_bullet_or_phrase,NO,NO,2,"ちゅうしん 中心 ・ 仕事中心の生活は嫌だ。 1. Trung tâm, xoay quanh ・ 地球は太陽を中心に回っている。 2. Lấy ~ làm trung tâm"
N3-vocab-0386,N3,vocab,第20 課:371~390,390,この辺り,あたり,1. Vùng (không gian,130,OK,raw_bullet_or_phrase,NO,NO,3,"意味1 あた へん はやし ・ この辺り(=この辺 )は、10 年前では林 だった。 この辺 り 1. Vùng (không gian 意味2 ・ 7月の終わり辺りに旅行したい。 2. Khoảng, tầm khoảng (thời gian) ・ 今日はこの辺り(=この辺)で終わりにしよう。 疲れた!!"
N3-vocab-0387,N3,vocab,第21 課:391~410,391,周り・回り,まわまわり,1. Xung quanh 2. Quanh,131,OK,raw_bullet_or_phrase,NO,NO,7,意味1 ・ 周りの人 ・ 周りをよく見る。 まわ まわ り 周 り・回 ・ 時計回り 1. Xung quanh 意味2 2. Quanh いけ さんぽ ・ 池 の周りを散歩 する。≒ 周囲・周辺(N2) こし はか ・ 腰 (の)回りを測 る。
N3-vocab-0388,N3,vocab,第21 課:391~410,392,穴,あな,"Hố, lỗ thủng",131,OK,raw_bullet_or_phrase,NO,NO,3,"じめん ほ ・ 地面 にあなを掘 る あな 蓮:あなを掘る:Đào lỗ 穴 あ あ ・ イライラして、かべにあなを空 ける/が空 く。 Hố, lỗ thủng す ・ あなの空いたくつしたを捨 てる。"
N3-vocab-0389,N3,vocab,第21 課:391~410,393,列,れつ,Hàng,132,OK,raw_bullet_or_phrase,NO,NO,1,れつ ・ マスクを買うために、店の前には長い列が 列 ぎょうれつ できている。≒ 行列 (N2) Hàng
N3-vocab-0390,N3,vocab,第21 課:391~410,394,幅,はば,1. Chiều rộng 2. Khoảng 3. Phạm vi,132,OK,raw_bullet_or_phrase,NO,NO,3,こうじ ・ 道(の)はばを広げる工事 。 せば 対:狭 める (N2) はば 蓮:幅が広い >< 狭い 幅 よこはば はか 合:スーツケースの横幅 を測 る。 1. Chiều rộng 2. Khoảng かたはば 肩幅 が広い 3. Phạm vi ね さ ・ 値下 げのはばが(大きい/小さい)。 しゅみ ・ 趣味 のはばを広めたい。
N3-vocab-0391,N3,vocab,第21 課:391~410,395,範囲,はんい,Phạm vi,132,OK,raw_bullet_or_phrase,NO,NO,3,かんじ ・ この漢字 はテスト範囲に入るらしい... はんい 範囲 しゅみ ・ 彼女は趣味 の範囲が広い。 (>< 狭い ≒ 幅) Phạm vi りゅうこう かつどう はんい こうどう はんい せば ・ コロナの流行 で休日の活動 範囲 /行動 範囲 が狭 まる
N3-vocab-0392,N3,vocab,第21 課:391~410,396,内容,ないよう,Nội dung,133,OK,raw_bullet_or_phrase,NO,NO,2,じゅぎょう みなお ・ (話/授業 /本/ニュース/映画...)の内容を見直 す。 ないよう なかみ 内容 (≒ 中身 ) Nội dung よ こ けいしき ・ このレポートは内容は良 い/濃 いが、形式 は少し 直したほうがいい。
N3-vocab-0393,N3,vocab,第21 課:391~410,397,中身,なかみ,1. Nội dung 2. Bên trong,133,OK,raw_bullet_or_phrase,NO,NO,2,なかみ りかい ・ 話の中身が理解 できない。(≒ 内容) 中身 1. Nội dung はこ あ ・ 箱 を開 けて中身を見る。 2. Bên trong
N3-vocab-0394,N3,vocab,第21 課:391~410,398,特徴,とくちょう,・ A:あの特徴的な形 Đặc trưng,133,OK,raw_bullet_or_phrase,NO,NO,3,しょうひん ・ 商品 の特徴を教えてもらう。 ・ 彼女は特徴のある顔をしている。(>< 特徴がない) とくちょう かたち たてもの 特徴 ・ A:あの特徴的な形 は何ですか? の建物 Đặc trưng B:あれは郵便局ですよ。 類:特徴的:Nét đặc trưng とくしょく 特色 (N2)
N3-vocab-0395,N3,vocab,第21 課:391~410,399,普通,ふつう,Bình thường,134,OK,raw_bullet_or_phrase,NO,NO,3,しんせい ・ パスポートの申請 には1週間かかるのが普通だ。 しゅうごう ぜんいん ふつう ・ 日本人はふつう、集合 時間の5~10 分前に全員 が 普通 そろう。 Bình thường ・ A:「しんさんって、ちょっと変じゃない?」 B:「そう?ふつうの人だと思うけど」
N3-vocab-0396,N3,vocab,第21 課:391~410,400,当たり前,あまえ,Đương nhiên,134,OK,raw_bullet_or_phrase,NO,NO,3,おこ ・ そんなひどいことをされたら、怒 るのが あ まえ 当 たり前 とうぜん あたりまえだ。(≒ 当然 ) Đương nhiên 使い分け ・ あたりまえ ≒ ふつう → 話し言葉 → 年上の人 ✕ ・ とうぜん → 少し固め、書き言葉 → 年上の人と話す ○
N3-vocab-0397,N3,vocab,第21 課:391~410,401,偽札,にせさつ,Tiền giả,134,OK,raw_bullet_or_phrase,NO,NO,1,にせさつ 偽札 ・ これはにせ札だよ。ふつう気づくでしょ?! Tiền giả
N3-vocab-0398,N3,vocab,第21 課:391~410,402,別,べつ,1. Khác 2. Riêng,135,OK,raw_bullet_or_phrase,NO,NO,4,意味1 ・ 「昔の彼女」と「今の彼女」とはまるで別人だ。 べつ れんあい けっこん 別 ・ 恋愛 と結婚 は別(の)ものだ。 1. Khác 意味2 2. Riêng せい べつべつ ・ 結婚したが、夫と姓 を別にする。(≒ 別々 にす) せいべつ ねんれいべつ くにべつ かいきゅうべつ ・ 性別 /年齢別 /国別 /階級別 に試合が行われた。
N3-vocab-0399,N3,vocab,第21 課:391~410,403,国籍,こくせき,Quốc tịch,135,OK,raw_bullet_or_phrase,NO,NO,1,こくせき 国籍 く ・ ずっとアメリカで暮 らしているが、国籍は日本だ。 Quốc tịch
N3-vocab-0400,N3,vocab,第21 課:391~410,404,東洋,とうよう,Phương Đông (người châu Á),135,OK,raw_bullet_or_phrase,NO,NO,1,ぶんか げいじゅつ いがく ・ 東洋(文化 /芸術 /医学 ) とうよう 東洋 関:アジア Phương Đông (người châu Á)
N3-vocab-0401,N3,vocab,第21 課:391~410,405,西洋,せいよう,Phương Tây,135,OK,raw_bullet_or_phrase,NO,NO,2,せいよう ぶんか ぶんか くら ・ 東洋の文化 と西洋の文化 を比 べる。 西洋 げいじゅつ いがく Phương Tây ・ 西洋(人/文化/芸術 /医学 )
N3-vocab-0402,N3,vocab,第21 課:391~410,406,国際,こくさい,合:国際交流:Giao lưu quốc tế Quốc tế 国際連合:Liên hợp quốc,136,OK,raw_bullet_or_phrase,NO,NO,4,きぎょう かいがい ししゃ こくさい もんだい ・ 日本企業 の海外 支社 でのトラブルが国際 問題 に はってん 発展 した。 こくせき ・ 国際結婚で日本国籍 を取った。 こくさい 国際 合:国際交流:Giao lưu quốc tế Quốc tế 国際連合:Liên hợp quốc こうさい こうりゅう こくさいれんごう ・ 交際 交流 /国際連合 きょういく こくさいか ・ 国際化 をすすめる学校 教育
N3-vocab-0403,N3,vocab,第21 課:391~410,407,自然,しぜん,1. Thiên nhiên 2. Tự nhiên,136,OK,raw_bullet_or_phrase,NO,NO,4,意味1 だいしぜん す ・ 山や海へ行って、大自然 の中で過 ごしたい! しぜんほごく ・ 自然保護区 の生き物たち。 合:自然環境:Môi trường tự nhiên しぜん 自然保護:Bảo tồn thiên nhiên 自然 じんこう 対:人工 1. Thiên nhiên 意味2 2. Tự nhiên ・ 好きな人とずっといっしょにいたいと思うのは、 自然なことだ。 対:不自然な ・ 意地が悪い人は、自然(に/と)、友だちが 少なくなる。
N3-vocab-0404,N3,vocab,第21 課:391~410,408,景色,けしき,Phong cảnh,137,OK,raw_bullet_or_phrase,NO,NO,4,"けしき 景色 す ば ・ 初めて日本の山に行った。素晴 らしい景色だった。 Phong cảnh 使い分け けしき ・ 景色 :Cảnh thiên nhiên (biển, núi, sông) ふうけい ・ 風景 :Cảnh tự nhiên (thành phố, con người) こうけい ・ 光景 :Quang cảnh cụ thể trước mắt"
N3-vocab-0405,N3,vocab,第21 課:391~410,409,宗教,しゅうきょう,Tôn giáo,137,OK,raw_bullet_or_phrase,NO,NO,2,しゅうきょう ・ 世界にはいろいろな宗教がある。 宗教 わり しん ぶっきょう ・ ベトナム人の8割 らしい。 の人が信 じている宗教は、仏教 Tôn giáo
N3-vocab-0406,N3,vocab,第21 課:391~410,410,(を)愛する,あいする,Yêu,137,OK,raw_bullet_or_phrase,NO,NO,3,かぞく おっと つま しぜん ・ 私は(家族 / 夫 ・妻 /自然 /...)を愛してる。 あいじょう くだ もの ぬす さる あい ・ が憎い 愛情 たっぷりに育てた果 物 を盗 んでいった猿 (を)愛 する 対:憎い Yêu 合:愛読書、愛国心 → 話し言葉では使わない。少し古い表現。
N3-vocab-0407,N3,vocab,第22 課:411~430,411,(が)届く,とどく,"1. Đến, gửi đến 2. Chạm đến",138,OK,raw_bullet_or_phrase,NO,NO,2,"とど (が)届 く ・ 母から届いた荷物を開けたら...!? 1. Đến, gửi đến ほんだな ・ 本棚 の上のほうに手が届かない。 2. Chạm đến"
N3-vocab-0408,N3,vocab,第22 課:411~430,412,(に)届ける,とどける,"1. Gửi đến, mang đến 2. Gửi đơn",138,OK,raw_bullet_or_phrase,NO,NO,2,"さいふ けいさつ ・ 道に財布 が落ちていたので、警察 に届ける。 とど ・ 住所が変わった場合は、すぐ役所に届けを (に)届 ける 出してください。 1. Gửi đến, mang đến じゅうしょへんこうとどけ :Đơn thông báo đổi địa chỉ 合:住所変更届 2. Gửi đơn けっせきとどけ :Đơn xin nghỉ phép 欠席届"
N3-vocab-0409,N3,vocab,第22 課:411~430,413,かく,,"1. Gãi 2. Toát mồ hôi, ngáy 3. Xấu hổ",139,OK,raw_bullet_or_phrase,NO,NO,3,"こくはく ・ 告白 をOK され、彼は恥ずかしそうに頭をかいた。 かく ・ (たくさん)汗をかく。 1. Gãi いびきをかく 2. Toát mồ hôi, ngáy うらおもて まちが ・ シャツの裏表 を間違 えていた...。 3. Xấu hổ はじ あー恥 (を)かいた。"
N3-vocab-0410,N3,vocab,第22 課:411~430,414,(を)つかむ,,1. Tóm 2. Nắm bắt,139,OK,raw_bullet_or_phrase,NO,NO,4,意味1:目に見えるもの とつぜん うで ・ 突然 腕 をつかまれてドキッとした。 (を)つかむ 意味2:目に見えないもの 1. Tóm ゆうしょう ・ コンテストで優勝 して、歌手になる(チャンス・夢) 2. Nắm bắt をつかんだ。 とおまわ ・ 遠回 しに話をされるので彼の気持ちがつかみにくい。
N3-vocab-0411,N3,vocab,第22 課:411~430,415,握る,にぎる,Nắm,139,OK,raw_bullet_or_phrase,NO,NO,2,・ 力いっぱいにぎったおにぎりだよ。 にぎ 握 る ん~固すぎる。 ・ 赤ちゃんがベッドの上で、手をにぎったり開いたり Nắm している。
N3-vocab-0412,N3,vocab,第22 課:411~430,416,押さえる,おさえる,Giữ,140,OK,raw_bullet_or_phrase,NO,NO,1,お 押 さえる ふくつう ・ あの人はお腹を押さえて座っている。腹痛 かな... Giữ
N3-vocab-0413,N3,vocab,第22 課:411~430,417,(が)近づく,ちかづく,1. Đến gần (không gian) 2. Đến gần (thời gian),140,OK,raw_bullet_or_phrase,NO,NO,3,意味1 ・ 目的地(が/に)近づいてきた。 ちか (が)近 づく 意味2 1. Đến gần (không gian) ・ テト休みが近づいてきた。何(を)しようかな~。 2. Đến gần (thời gian) ・ 帰国の日が近づいてきた。
N3-vocab-0414,N3,vocab,第22 課:411~430,418,(を)近づける,ちかづける,Đưa ~ lại gần,140,OK,raw_bullet_or_phrase,NO,NO,1,ちか (を)近 づける とつぜん ・ 突然 、顔を近づけ、キスしてくれた。 Đưa ~ lại gần
N3-vocab-0415,N3,vocab,第22 課:411~430,419,(が)合う,あう,"1. Chạm mắt 2. Hợp với 3. Hợp khẩu vị, vừa miệng",141,OK,raw_bullet_or_phrase,NO,NO,4,"意味1 ・ ふと顔を上げると、先生と目が合ってしまった。 キュン!! あ (が)合 う 意味2 しゅみ ・ 彼女とは(意見/話/趣味 /気...)が合わない。 1. Chạm mắt 2. Hợp với に あ ・ このスーツに合うネクタイがほしい。(≒ 似合 う) 3. Hợp khẩu vị, 意味3 vừa miệng ・ お口に合わないかもしれませんが、 どうぞめし上がってください。(≒ お口に合うかどうか)"
N3-vocab-0416,N3,vocab,第22 課:411~430,420,(を)合わせる,あわせる,"1. Kết hợp (trộn) Chung sức, hợp tác Chắp tay 2. (Làm/ Điều chỉnh)",141,OK,raw_bullet_or_phrase,NO,NO,6,"意味1 ちょうみりょう ・ 調味料 っはすべて合わせておいたよ。 あ ・ みんなで力を合わせて最後まで頑張ろう!! (を)合 わせる なが ぼし いの ・ 流 れ星 に手を合わせて祈 る。 1. Kết hợp (trộn) Chung sức, hợp tác 意味2 Chắp tay ・ (中年の私には)若い学生たち(と/に)話を合わせるのは 2. (Làm/ Điều chỉnh) 難しい。 cho hợp ・ 新しいスーツに合わせてくつとバッグも買った。 ・ いい組み合わせですね。とても似合います。"
N3-vocab-0417,N3,vocab,第22 課:411~430,421,(が)当たる,あたる,1. Trúng 2. Chiếu 3. Chạm trán 蓮:日が当たる (Chiếu),142,OK,raw_bullet_or_phrase,NO,NO,4,意味1 わ ・ 窓ガラスにボールが当たって割 れてしまった。 てんきよほう たから ・ (天気予報 /かん/宝 くじ)が当たる。 おおあ はず 合:大当 たり >< 外 れる あ 意味2 (が)当 たる みなみがわ ・ 家の南側 に大きなビルが建ったので、 1. Trúng 2. Chiếu 日が当たらなくなった。 3. Chạm trán 蓮:日が当たる (Chiếu) 日当たりがいい (Ánh nắng ngập tràn) >< 日当たりが悪い (Không có ánh nắng chiếu) 意味3 かい
N3-vocab-0418,N3,vocab,第22 課:411~430,422,(を)当てる,あてる,Đặt/ Trả lời đúng,142,OK,raw_bullet_or_phrase,NO,NO,3,むね ふ かえ ・ 胸 に手を当てて、今日の出来事を振 り返 る。 → 手を当てる:Đặt tay あ (を)当 てる ・ クイズの答えを当てようとしている。(>< はずす) Đặt/ Trả lời đúng → 答えを当てる:Trả lời đúng かわ ・ おねしょをしてしまったので布団を日に当てて、乾 かす → 布団を日に当てる:Đem chăn ra phơi
N3-vocab-0419,N3,vocab,第22 課:411~430,423,(を)比べて,くらべて,So sánh,143,OK,raw_bullet_or_phrase,NO,NO,2,くら せ の ・ 去年(と/に)比べて、10 センチも背 が伸 びた。 (を)比 べて So sánh たいじゅう ・ 彼氏にアイドルと体重 を比べられ、けんかになった。
N3-vocab-0420,N3,vocab,第22 課:411~430,424,(が)似合う,にあう,Hợp/ Vừa vặn,143,OK,raw_bullet_or_phrase,NO,NO,2,きもの に あ ・ 私と比べて、妹は着物 がよく似合う。 (が)似合 う Hợp/ Vừa vặn ・ 彼に似合いそうなネクタイをプレゼントした。
N3-vocab-0421,N3,vocab,第22 課:411~430,425,(が)似る,にる,Giống/ Y như,143,OK,raw_bullet_or_phrase,NO,NO,1,に (が)似 る ・ 彼女は母親に目がよく似ている。 Giống/ Y như
N3-vocab-0422,N3,vocab,第22 課:411~430,426,(を)似せる,にせる,Bắt chước,143,OK,raw_bullet_or_phrase,NO,NO,1,に かみがた (を)似 せる ・ 有名人に似せた髪型 に切ってもらったはず だったのに... Bắt chước
N3-vocab-0423,N3,vocab,第22 課:411~430,427,(が)分かれる,わかれる,Được chia ra,144,OK,raw_bullet_or_phrase,NO,NO,2,わ ・ トイレは、男性用と女性用に分かれている。 (が)分 かれる きつえん Được chia ra ・ 喫煙 については、人々の意見が分かれている。
N3-vocab-0424,N3,vocab,第22 課:411~430,428,(を)分ける,わける,Chia ra,144,OK,raw_bullet_or_phrase,NO,NO,1,わ (を)分 ける ・ ケーキを3人で分ける。 Chia ra
N3-vocab-0425,N3,vocab,第22 課:411~430,429,(を)足す,たす,"Thêm vào, bổ sung",144,OK,raw_bullet_or_phrase,NO,NO,2,"た うす ・ 味が薄 かったので塩を足したら、妻とけんかになった。 (を)足 す Thêm vào, bổ sung ・ お風呂のお湯が少なくなったので、足した。"
N3-vocab-0426,N3,vocab,第22 課:411~430,430,(を)引く,ひく,"1. Kéo 2. Kéo, dắt 3. Kẻ, gạch 4. Trừ",145,OK,raw_bullet_or_phrase,NO,NO,6,"意味1 お ・ このドアは押 さずに、引いて開けるんですよ。 対: 押す ともだち ・ 座ろうとした友達 のいすを引いて転ばせたら、 怒られた。 意味2 こうえん ・ 公園 を彼女の手を引いて歩く。 ひ (を)引 く 意味3 せん 1. Kéo ・ わからない言葉に線 を引く。 2. Kéo, dắt 3. Kẻ, gạch 意味4 4. Trừ 5. Đổ (dầu) ・ 10 から8をひくと2になる。 10 ひく8は2だ。(引き算:Phép trừ) 意味5 あぶら ・ フライパンに油 を引く 蓮:かぜをひく:"
N3-vocab-0427,N3,vocab,第23 課:431~451,431,(が)増える,ふえる,Tăng lên,146,OK,raw_bullet_or_phrase,NO,NO,1,ふ ちょきん たいじゅう じんこう きゅうりょう (が)増 える ・ (貯金 /体重 /人口 /給料 ...)が増える/ ぞうか 増加 する。 Tăng lên
N3-vocab-0428,N3,vocab,第23 課:431~451,432,(を)増やす,ふやす,Làm tăng thêm,146,OK,raw_bullet_or_phrase,NO,NO,1,ふ (を)増 やす ちょきん たいじゅう じんこう きゅうりょう ・ (貯金 /体重 /人口 /給料 ...)を増やす。 Làm tăng thêm
N3-vocab-0429,N3,vocab,第23 課:431~451,433,(が)減る,へる,Giảm,146,OK,raw_bullet_or_phrase,NO,NO,1,へ ちょきん たいじゅう じんこう きゅうりょう (が)減 る ・ (貯金 /体重 /人口 /給料 ...)が減る/ げんしょう を減少 する。 Giảm
N3-vocab-0430,N3,vocab,第23 課:431~451,434,(を)減らす,へらす,Cắt giảm,147,OK,raw_bullet_or_phrase,NO,NO,1,へ (を)減 らす ちょきん たいじゅう じんこう きゅうりょう ・ (貯金 /体重 /人口 /給料 ...)を減らす。 Cắt giảm
N3-vocab-0431,N3,vocab,第23 課:431~451,436,(が・を)変わる,かわる,"Thay đổi (thời gian, khác trước, vị trí, trạng thái...)",147,OK,raw_bullet_or_phrase,NO,NO,6,"きせつ じだい ばしょ ほうりつ せいかく ・ 季節 /時代 /場所 /法律 /性格 ...が変わる/ か (が・を)変 わる を変える。 ・ 山田さんは社会人になって急に性格が変わった/ か (を)変 える を変える。 Thay đổi (thời gian, せき ・ すみませんが、席 が変わって・を変えてください khác trước, vị trí, ませんか。 trạng thái...) しんごう ・ 信号 が青から赤に変わった。"
N3-vocab-0432,N3,vocab,第23 課:431~451,438,(が・を)かわる,,1. Đổi/ Trao đổi 2. Thay đổi 3. Thay thế,147,OK,raw_bullet_or_phrase,NO,NO,4,意味1:が/を変わる ≒ を換える せんえん さつ ぜんぶ ひゃくえん だま ・ 千円 札 を全部 百円 玉 に換えてもらった。 意味2:が/を代わる ≒ を代える (が・を)かわる うけつけ ・ ちょっと出かけてくるので、しばらく受付 の仕事を (を) かえる 代わってください。 1. Đổi/ Trao đổi か か 2. Thay đổi 意味3:(が/を)替 わる ≒ (を)替 える 3. Thay thế でんきゅう ・ 古くなった電球 を新しいのと替えた。 合:はき替える (Thay giày) 電車
N3-vocab-0433,N3,vocab,第23 課:431~451,439,(が)返る,かえる,Được trả lại,148,OK,raw_bullet_or_phrase,NO,NO,1,かえ (が)返 る か ・ 友だちに貸 したお金が返ってきた。 Được trả lại
N3-vocab-0434,N3,vocab,第23 課:431~451,440,(を)返す,かえす,Trả lại,148,OK,raw_bullet_or_phrase,NO,NO,1,かえ いない としょかん (を)返 す ・ この本は2週間以内 に図書館 に返さなければならない。 Trả lại
N3-vocab-0435,N3,vocab,第23 課:431~451,441,(に・を)譲る,ゆずる,"1. Nhường (Lợi ích, quyền lợi) 2. Nhượng (Bán lại, để lại)",148,OK,raw_bullet_or_phrase,NO,NO,4,"ゆず (に・を)譲 る でんしゃ ・ 電車 の中で、お年よりに席をゆずった。 1. Nhường (Lợi ích, quyền lợi) か ぐ ともだち ・ 帰国するので、家具 を友達 に安くゆずった。 2. Nhượng (Bán lại, để lại) ざいさん ・ 財産 を子供に譲る。 3. Bàn giao lại"
N3-vocab-0436,N3,vocab,第23 課:431~451,442,(が)助かる,たすかる,"1. Được trợ giúp, được cứu 2. Hữu ích",149,OK,raw_bullet_or_phrase,NO,NO,3,"意味1 ひこうき ・ 飛行機 が落ちたが、全員が助かった。 たす (が)助 かる 意味2 1. Được trợ giúp, được cứu ぶっか ・ この辺は物価 が安いのでとても助かっている。 2. Hữu ích しょるい ・ 「その書類 、コピーしてきますか」 「ありがとう、助かります」"
N3-vocab-0437,N3,vocab,第23 課:431~451,443,(を)助ける,たすける,1. Cứu 2. Giúp đỡ,149,OK,raw_bullet_or_phrase,NO,NO,4,意味1 お ・ 川に落 ちた子どもを助けた。(≒ 救助する − N2) たす ・ 誰か助けを呼んでください! (を)助 ける もと ・ 助けを求 める → 書き言葉 1. Cứu 2. Giúp đỡ 意味2 ・ 困っていると、友だちが助けてくれた。
N3-vocab-0438,N3,vocab,第23 課:431~451,444,(を)いじめる,,"Bắt nạt, chọc phá",149,OK,raw_bullet_or_phrase,NO,NO,1,"ともだち ・ (友達 /弟/ネコ(動物)...)をいじめる。 (を)いじめる Bắt nạt, chọc phá 合:弱い者いじめ"
N3-vocab-0439,N3,vocab,第23 課:431~451,445,(を)だます,,Lừa gạt,150,OK,raw_bullet_or_phrase,NO,NO,1,(を)だます どくしん ・ 彼は「独身 だ」とだまして5人の女性と付き合っていた。 Lừa gạt
N3-vocab-0440,N3,vocab,第23 課:431~451,446,(を)盗む,ぬすむ,Lấy trộm,150,OK,raw_bullet_or_phrase,NO,NO,1,るすちゅう ・ 留守中 にどろぼうに入られて、お金を盗まれて ぬす しまった。 (を)盗 む 名:盗み Lấy trộm → 盗みをする/はたらく(△)
N3-vocab-0441,N3,vocab,第23 課:431~451,447,(が)刺さる,ささる,"Bị đâm, mắc",150,OK,raw_bullet_or_phrase,NO,NO,2,"ゆび いた さ ・ 指 にとげが刺さった...痛 い! (が)刺 さる したい ・ ナイフが刺さった死体 を見てしまった。 Bị đâm, mắc"
N3-vocab-0442,N3,vocab,第23 課:431~451,448,(を)刺す,さす,"Đâm, mắc",150,OK,raw_bullet_or_phrase,NO,NO,1,"さ (を)刺 す ・ 歩いていたら、いきなり知らない男に刺された。 Đâm, mắc"
N3-vocab-0443,N3,vocab,第23 課:431~451,449,(を)殺す,ころす,"Giết, sát hại",150,OK,raw_bullet_or_phrase,NO,NO,1,"・ ゴキブリをスリッパでたたいて殺した。 ころ (を)殺 す さつじん じけん :Vụ giết người 関:殺人 事件 Giết, sát hại じさつ じけん :Vụ tự sát 自殺 事件"
N3-vocab-0444,N3,vocab,第23 課:431~451,450,(が)隠れる,かくれる,"Núp, ẩn náu",151,OK,raw_bullet_or_phrase,NO,NO,1,"かく (が)隠 れる に はんにん あ や ・ 逃 に隠れていた。 げた犯人 は空 き家 Núp, ẩn náu"
